,Bin8,P-Estimate,Uncertainty
0,P1,0.1380665090671386,0.040831518534565264
1,P2,0.09559536385177206,0.053150487885427936
2,P'4,-0.33179049454552084,0.1455389079900369
3,P'5,-0.15907841937721,0.10299693512402784
4,P'6,0.08160225183421307,0.10894083637459406
5,P'8,-0.07668057626358474,0.1365789475004262
