,Bin1,P-Estimate,Uncertainty
0,P1,0.18067625434700635,0.09227464456935151
1,P2,-0.2958059312793028,0.14267730672963738
2,P'4,-0.4205589312363507,0.26798088038705686
3,P'5,0.20290890938156236,0.2078697512945058
4,P'6,0.1483017726092705,0.22488742686338756
5,P'8,-0.13417516178299208,0.3635567639864568
