,Bin3,P-Estimate,Uncertainty
0,P1,0.3547791864902897,0.06289748009726837
1,P2,0.21487446338762567,0.06603199568940189
2,P'4,-0.3808407653007981,0.19022771098003943
3,P'5,-0.39812945027648755,0.10897358789380399
4,P'6,0.10306935331917363,0.10227747075055212
5,P'8,-0.10444215336661479,0.133841931856787
