,Bin0,P-Estimate,Uncertainty
0,P1,0.22734737866351903,0.15875343848344717
1,P2,-0.0004507508972708488,0.06176237415112431
2,P'4,0.11118323047888942,0.07072803398444145
3,P'5,0.24598858822211003,0.14530478070274283
4,P'6,-0.054565652304258604,0.19097572290732068
5,P'8,-0.1434980507488652,0.16369709815139158
