,Bin2,P-Estimate,Uncertainty
0,P1,-0.2791201670356957,0.2868626006707204
1,P2,0.08310995007728819,0.11598603568480557
2,P'4,-0.3369787779837894,0.21618647480572475
3,P'5,-0.0050281914071461315,0.12753977090946444
4,P'6,-0.008357262845198521,0.12619436895894184
5,P'8,0.0019521605126691039,0.1428642369486405
