,Bin9,P-Estimate,Uncertainty
0,P1,0.03637657005829072,0.0277138877145185
1,P2,0.20905781950758293,0.024206649933374284
2,P'4,-0.2744723270668867,0.08234106064482201
3,P'5,-0.30020845587963985,0.09844812359289568
4,P'6,0.03914952104150298,0.08914744319127937
5,P'8,-0.06481707998529371,0.11306430260767407
