,Bin7,P-Estimate,Uncertainty
0,P1,0.06983967468089043,0.03688700954144334
1,P2,0.3683566187981822,0.1004260036575299
2,P'4,-0.42619381238124293,0.1017522630085864
3,P'5,-0.46221900115729564,0.07593550583818853
4,P'6,0.12164498036709365,0.13925754577713376
5,P'8,-0.10103856643300536,0.15406690942784726
