,Bin4,P-Estimate,Uncertainty
0,P1,-0.1763965775429694,0.052269508834598286
1,P2,0.25335166319102914,0.05543799257196417
2,P'4,-0.43352849999791915,0.14901093729183087
3,P'5,-0.44745639081919997,0.0807648693698719
4,P'6,-0.0953500810985364,0.14432736640734892
5,P'8,-0.018075645649662606,0.17630565426583303
