,Bin6,P-Estimate,Uncertainty
0,P1,0.10495964817492055,0.03832833761984163
1,P2,0.0866463548858854,0.03140429900023103
2,P'4,-0.22552661936340726,0.10980397835437274
3,P'5,-0.2062295870910851,0.11412100769335569
4,P'6,0.09195319099925278,0.14492222059746054
5,P'8,-0.05880546564230784,0.08729500121575294
